province,name_of_institution,dli_number,city,campuses,offers_pgwp_programs,PGWP_Tag,extraction_date
Ontario,Lambton College,O19305293332,Mississauga,"Lambton College at Queen’s College of Business, Technology and Public Safety",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Lambton College,O19305293332,Sarnia,Main Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Lambton College,O19305293332,Toronto,"Lambton College at Cestar College of Business, Health and Technology",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Language Studies International (Canada) Ltd.,O19332668052,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Laurentian University,O19304259382,Barrie,Barrie Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Laurentian University,O19304259382,Brockville,Laurentian at St. Lawrence,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Laurentian University,O19304259382,Cornwall,Laurentian at St. Lawrence,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Laurentian University,O19304259382,Kingston,Laurentian at St. Lawrence,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Laurentian University,O19304259382,Sudbury,"Cambrian College (Collaborative), Collège Boréal (Collaborative), Sudbury Campus",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Laurentian University,O19304259382,Sault Ste. Marie,Sault College (Collaborative),Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Laurentian University,O19304259382,Timmins,Northern College (Collaborative),Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Le Cordon Bleu Ottawa Culinary Arts Institute,O19395083461,Ottawa,Ottawa,No,No,2023-04-26 22:29:09.112874
Ontario,Top Toques Institute of Culinary Excellence,O260428979632,Kitchener,Kitchener,No,No,2023-04-26 22:29:09.112874
Ontario,Flair College of Management and Technology,O19800346567,Vaughan,Vaughan,No,No,2023-04-26 22:29:09.112874
Ontario,Liaison College,O19800254657,Brampton,Brampton Campus,No,No,2023-04-26 22:29:09.112874
Ontario,Liaison College,O136578032172,Hamilton,Hamilton Campus,No,No,2023-04-26 22:29:09.112874
Ontario,Liaison College,O19799913417,Oakville,Oakville Campus,No,No,2023-04-26 22:29:09.112874
Ontario,Metrocare Health Academy,O265424309392,North York,North York,No,No,2023-04-26 22:29:09.112874
Ontario,Miami Ad School Toronto,O266157303742,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Ontario College of Business & Technology,O144539947072,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Liaison College,O110096841350,Toronto,Downtown Toronto Campus,No,No,2023-04-26 22:29:09.112874
Ontario,London Language Institute,O19304551432,London,London,No,No,2023-04-26 22:29:09.112874
Ontario,Loyalist College,O19359011572,Bancroft,Bancroft Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Loyalist College,O19359011572,Belleville,Main Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Loyalist College at Toronto Business College,O264223510342,Toronto,Toronto Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,MAG Canada,O124449542367,Garson,Garson,Yes (detailsfor Flight schools),With Limitations,2023-04-26 22:29:09.112874
Ontario,"MLC College of Business, Technology and Healthcare",O19607783802,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Master’s College and Seminary,O19395535645,Peterborough,Peterborough,Yes(details),With Limitations,2023-04-26 22:29:09.112874
Ontario,"Max the Mutt College of Animation, Art & Design",O19305316242,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,McMaster Divinity College,O19395535687,Hamilton,Hamilton,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,McMaster University,O19395535729,Hamilton,"Downtown Centre, McMaster Innovation Park, Main Campus, McMaster Nursing at Mohawk (Collaborative)",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,McMaster University,O19395535729,Burlington,DeGroote School of Business,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,McMaster University,O19395535729,Kitchener,"McMaster Nursing at Conestoga (Collaborative), Waterloo Regional Campus",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,McMaster University,O19395535729,St. Catharines,Niagara Regional Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Metalworks Institute of Sound & Music Production,O110123589171,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Metro College of Technology,O260421248262,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Mississauga Career College,O262025367662,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Mohawk College,O19376045902,Brantford,Mohawk Laurier Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Mohawk College,O19376045902,Stoney Creek,"Stoney Creek Campus (Skilled Trades and Apprenticeship Research, Resources and Training Institute)",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Mohawk College,O19376045902,Hamilton,"Fennell Campus, Institute for Applied Health Sciences",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Mohawk College of Applied Arts and Technology at triOS College Business Technology Healthcare Inc,O147603778042,Mississauga,Mississauga,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,National Academy of Health & Business,O19711641837,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,National Academy of Health & Business,O19711641837,Hamilton,Hamilton,No,No,2023-04-26 22:29:09.112874
Ontario,National Academy of Health & Business,O19711641837,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,National Helicopters Inc,O260020165732,Kleinburg,Kleinburg,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,National Institute of Hairstyling and Advanced Aesthetics,O19394924959,Brampton,Brampton,No,No,2023-04-26 22:29:09.112874
Ontario,Ner Israel Joseph (J.T.) Tanenbaum Yeshivah College of Toronto,O116453040792,Thornhill,Thornhill,Yes(details),With Limitations,2023-04-26 22:29:09.112874
Ontario,NetPlus College of Information Technology,O19303303802,Scarborough,Scarborough,No,No,2023-04-26 22:29:09.112874
Ontario,Netsoft College of Technology,O255347057587,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,NewCastle College of Business and Technology,O139903401892,Brantford,Brantford,No,No,2023-04-26 22:29:09.112874
Ontario,Niagara College Canada,O19396019469,Virgil,Virgil Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Niagara College Canada,O19396019469,St. Catharines,St. Catharines Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Niagara College Canada,O19396019469,Niagara-On-The-Lake,Niagara-On-The-Lake Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Niagara College Canada,O19396019469,Welland,Welland Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Nipissing University,O19395535971,North Bay,North Bay Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Nipissing University,O19395535971,Brantford,Brantford Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Nipissing University,O19395535971,Bracebridge,Muskoka Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,North American College of Information Technology,O135829985902,Toronto,"Toronto Campus, Scarborough Campus",No,No,2023-04-26 22:29:09.112874
Ontario,North American College of Pharmaceutical Technology,O19358993982,Scarborough,Scarborough,No,No,2023-04-26 22:29:09.112874
Ontario,North American Business College of Sciences & Language,O138196078692,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,North American School of Information Technology Inc. (NASIT),O116453040879,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Northeastern University,O141550844262,Toronto,Toronto,Yes (Details),With Limitations,2023-04-26 22:29:09.112874
Ontario,Northern College,O19315830082,Kirkland Lake,Kirkland Lake Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Northern College,O19315830082,South Porcupine,Timmins Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Northern College,O19315830082,Temiskaming Shores,Haileybury Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Northern College,O19315830082,Scarborough,Northern College at Pures College of Technology,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,OCAD University,O19332928222,Toronto,Ontario College of Art & Design University,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,OIEG Oxford International Education Group,O19376112172,Toronto,Toronto Campus,No,No,2023-04-26 22:29:09.112874
Ontario,Ontario College of Health and Technology,O260174251212,Stoney Creek,Stoney Creek,No,No,2023-04-26 22:29:09.112874
Ontario,Ontario College of Technology,O212126071591,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Ontario College of Traditional Chinese Medicine,O120656139497,Markham,"Markham, Markham Clinic",No,No,2023-04-26 22:29:09.112874
Ontario,Ontario Institute of Audio Recording Technology,O131302443977,London,London,No,No,2023-04-26 22:29:09.112874
Ontario,Ontario Truck Driving School,O128678374377,London,London,No,No,2023-04-26 22:29:09.112874
Ontario,Ontario Truck Driving School,O128678374377,Niagara-on-the-Lake,Niagara-on-the-Lake,No,No,2023-04-26 22:29:09.112874
Ontario,Ottawa School of Art / École d’art d’Ottawa,O19711214477,Ottawa,Ottawa,No,No,2023-04-26 22:29:09.112874
Ontario,Ottawa School of Beauty Limited,O117986383607,Ottawa,Ottawa Academy,No,No,2023-04-26 22:29:09.112874
Ontario,Ottawa School of Beauty Limited,O117986383607,Ottawa,West End Academy,No,No,2023-04-26 22:29:09.112874
Ontario,Ottawa School of Beauty Limited,O117986383607,London,Beauty Academy London,No,No,2023-04-26 22:29:09.112874
Ontario,Our Lady Seat of Wisdom College,O19331501342,Barry’s Bay,Barry’s Bay,Yes(details),With Limitations,2023-04-26 22:29:09.112874
Ontario,"Oxford College of Arts, Business & Technology Inc.",O19375414252,Barrie,Barrie,No,No,2023-04-26 22:29:09.112874
Ontario,"Oxford College of Arts, Business and Technology Inc.",O19375414252,Scarborough,"Scarborough, Toronto, Mississauga, Peterborough, Burlington",No,No,2023-04-26 22:29:09.112874
Ontario,Peak Healthcare Private College,O259226180682,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Petrel College of Technology,O246148742007,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Pharma-Medical Science College of Canada,O19283879782,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Progressive Training College of Business and Health,O136148136712,Toronto,"Toronto Campus, Scarborough Campus",No,No,2023-04-26 22:29:09.112874
Ontario,Protégé School,O19332956402,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Upper Highland College of Business and Technology,O19305393392,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Pures College of Technology,O19305393392,Scarborough,Scarborough,No,No,2023-04-26 22:29:09.112874
Ontario,Queen's Language School,O255779881147,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,"Queen’s College of Business, Technology & Public Safety",O119539592517,Mississauga,"Mississauga, Scarborough Campus",No,No,2023-04-26 22:29:09.112874
Ontario,Queen’s University,O19376023352,Kingston,Main Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Queen’s University,O19376023352,Toronto,Queen’s School of Business Toronto Facility,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Quest Language Studies,O19375993682,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,"RAC Digital Arts College, Recording Arts Canada",O19304530972,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Randolph College for the Performing Arts,O19527236002,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Redeemer University,O19395677559,Ancaster,Ancaster,Yes(details),With Limitations,2023-04-26 22:29:09.112874
Ontario,Regis College,O19358972972,Toronto,Toronto,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Renison University College,O19395281561,Waterloo,Waterloo,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Royal Canadian College of Massage Therapy Inc.,O247790815707,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Royal Canadian Institute of International Studies,O19440339342,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Royal Crown College of Business and Technology,O242531216037,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Royal Military College of Canada,O19993856974,Kingston,Kingston,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Rudolf Steiner College Canada for Anthroposophy *Waldorf Education* Arts,O255214515817,Thornhill,Thornhill,No,No,2023-04-26 22:29:09.112874
Ontario,Ryerson University,O19395677651,Toronto,Toronto,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Ryerson University International College,O265759963292,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Sault College,O19395677683,Sault Ste. Marie,Main Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Sault College,O19395677683,Sudbury,Collège Boréal d’arts appliqués et de technologie (Collaborative),Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Sault College,O19395677683,Toronto,Collège Boréal d’arts appliqués et de technologie (Collaborative),Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Sault College of Applied Arts and Technology at Trios College,O264224031432,Brampton,Trios College - Brampton Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Seneca College,O19395536013,Markham,Markham Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Seneca College,O19395536013,Peterborough,Peterborough Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Seneca College,O19395536013,King City,King Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Seneca College,O19395536013,Toronto,"Jane Campus, Newnham Campus, Seneca @ York Campus, Yorkgate Campus",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Sheridan College,O19385946782,Mississauga,Hazel McCallion Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Sheridan College,O19385946782,Brampton,Davis Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Sheridan College,O19385946782,Oakville,Oakville - Trafalgar Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Shiatsu School of Canada Inc,O19396261561,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Six Nations Polytechnic,O19395164991,Ohsweken,Ohsweken,Yes (detailsfor Six Nations Polytechnic),With Limitations,2023-04-26 22:29:09.112874
Ontario,Sol Schools International,O19517393412,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Southeast College,O145024872092,Weyburn Estevan,Weyburn Estevan,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Southern Ontario Dental College,O110123916630,Ancaster,Ancaster,No,No,2023-04-26 22:29:09.112874
Ontario,Spectrum Airways,O117793705737,Burlington,Burlington,Yes (detailsfor Flight schools),With Limitations,2023-04-26 22:29:09.112874
Ontario,Sprott Shaw Language College (Ontario) Corp.,O19395083755,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,St. Augustine’s Seminary of Toronto,O19361100382,Toronto,Toronto Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,St. Augustine’s Seminary of Toronto,O19361100382,Scarborough,Scarborough Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,St. Clair College,O19395083703,Chatham,Thames Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,St. Clair College,O19395083703,Windsor,"St. Clair College Centre for the Arts, Windsor Campus",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,St. Clair College at Ace Acumen Academy,O19395083703,Toronto,St. Clair College at ACE Acumen Academy - Toronto,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,St. Clair College at Ace Acumen Academy,O19395083703,Mississauga,St. Clair College at ACE Acumen Academy - Mississauga,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,St. George International College,O212206178197,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,St. Jerome’s University (University of Waterloo),O19305471522,Waterloo,Waterloo,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,St. Lawrence College,O19332845222,Brockville,Brockville,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,St. Lawrence College,O19332845222,Cornwall,Cornwall,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,St. Lawrence College,O19332845222,Kingston,Kingston,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,St. Lawrence College,O19332845222,Toronto,St. Lawrence College at Alpha College of Business and Technology (Collaborative),Yes,Yes,2023-04-26 22:29:09.112874
Ontario,St. Paul’s University College (University of Waterloo),O19305471522,Waterloo,Waterloo,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,St. Philip’s Seminary / The Oratory of St. Philip Neri-Toronto,O111916829547,Toronto,"Dunn Avenue, King Street West",Yes(details),With Limitations,2023-04-26 22:29:09.112874
Ontario,St. Thomas Flight Centre,O117758925477,St.Thomas,St.Thomas,Yes (detailsfor Flight schools),With Limitations,2023-04-26 22:29:09.112874
Ontario,Bayswater Toronto,O19516888332,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Stanford International College of Business and Technology,O19332546352,Brampton,Brampton,No,No,2023-04-26 22:29:09.112874
Ontario,Stanford International College of Business and Technology,O19332546352,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Stanford International College of Business and Technology,O19332546352,Toronto,"Scarborough Campus, Toronto Campus",No,No,2023-04-26 22:29:09.112874
Ontario,Stratford Air Services Ltd.,O119062742467,Stratford,Stratford,Yes (detailsfor Flight schools),With Limitations,2023-04-26 22:29:09.112874
Ontario,Sunview College Business Technology Healthcare,O19395164201,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Sunview College Business Technology Healthcare,O19395164201,Brampton,Brampton,No,No,2023-04-26 22:29:09.112874
Ontario,Sunview College Business Technology Healthcare,O19395164201,Mississauga,Mississauga,No,No,2023-04-26 22:29:09.112874
Ontario,Sunview College Business Technology Healthcare,O19395164201,Scarborough,Scarborough,No,No,2023-04-26 22:29:09.112874
Ontario,Tamwood Careers,O19375949112,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Tamwood International College Ltd.,O19375949112,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Tamwood Language Centres,O19375949112,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,The Aesthetics and Hairstyling College of Canada,O259416765842,Vaughan,Vaughan,No,No,2023-04-26 22:29:09.112874
Ontario,The Audio Recording Academy (T.A.R.A),O19369394582,Ottawa,Ottawa Campus,No,No,2023-04-26 22:29:09.112874
Ontario,The Automotive Training Centre (Ontario) Ltd.,O19527255662,Toronto,"Toronto Campus, Cambridge Campus",No,No,2023-04-26 22:29:09.112874
Ontario,The Create Institute,O19396261319,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,The Language Gallery,O129472251057,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,The Michener Institute for Applied Health Sciences,O19395677373,Toronto,Toronto,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,The Royal Conservatory of Music,O19396019573,Toronto,Toronto,Yes(details),With Limitations,2023-04-26 22:29:09.112874
Ontario,The School of Toronto Dance Theatre,O110123589585,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,"TAHA College of Beauty, Business, Health & Technology",O136467574022,Scarborough,Scarborough,No,No,2023-04-26 22:29:09.112874
Ontario,Toronto Airways Inc.,O19304162252,Markham,Markham,Yes (detailsfor Flight schools),With Limitations,2023-04-26 22:29:09.112874
Ontario,Toronto Art Therapy Institute,O19395084047,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Toronto Baptist Seminary and Bible College,O19332993322,Toronto,Toronto,Yes(details),With Limitations,2023-04-26 22:29:09.112874
Ontario,Toronto Business College,O118334609637,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Toronto College of Dental Hygiene and Auxiliaries Inc.,O19395084089,Toronto,Toronto Campus,No,No,2023-04-26 22:29:09.112874
Ontario,Toronto Economical Management College,O142167031052,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Toronto Film School,O19396019511,Toronto,"Davisville Campus, Dundas Square Campus, 415 Yonge Street Campus, 460 Yonge Street Campus",No,No,2023-04-26 22:29:09.112874
Ontario,Toronto Film School at Yorkville University,O19396019511,Toronto,"Davisville Campus, Dundas Square Campus, 415 Yonge Street Campus, 460 Yonge Street Campus",No,No,2023-04-26 22:29:09.112874
Ontario,Toronto Institute of Pharmaceutical Technology,O19517075012,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Toronto International Business College,O19316512192,Scarborough,"Scarborough, Toronto",No,No,2023-04-26 22:29:09.112874
Ontario,Toronto School of Management,O131394510557,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Toronto School of Traditional Chinese Medicine,O244866794117,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Travel College Canada,O19303969142,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Trebas Institute,O19375919832,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,Trent University,O19395164223,Oshawa,Trent University Durham,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Trent University,O19395164223,Peterborough,Main Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Trillium College,O19532727322,Oshawa,Oshawa,No,No,2023-04-26 22:29:09.112874
Ontario,Trillium College,O19532727322,St. Catharines,St. Catharines,No,No,2023-04-26 22:29:09.112874
Ontario,Trillium Esthetic & Hair Technology College,O19332628162,Richmond Hill,Richmond Hill,No,No,2023-04-26 22:29:09.112874
Ontario,Tyndale University,O19711152427,Toronto,Bayview Campus,Yes(details),With Limitations,2023-04-26 22:29:09.112874
Ontario,Université Saint-Paul/St. Paul University,O19395164265,Ottawa,Ottawa,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Université de Hearst,O19395677925,Hearst,Campus de Hearst,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Université de Hearst,O19395677925,Kapuskasing,Campus de Kapuskasing,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Université de Hearst,O19395677925,Timmins,Campus de Timmins,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Université d’Ottawa/University of Ottawa,O19397188593,Ottawa,"Algonquin College of Applied Arts and Technology (Collaborative), La Cité Collégiale (Collaborative), Main Campus",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Université d’Ottawa/University of Ottawa,O19397188593,Pembroke,Algonquin College of Applied Arts and Technology (Collaborative),Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Université d’Ottawa/University of Ottawa,O19397188593,Windsor,Université d’Ottawa/University of Ottawa,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Université d’Ottawa/University of Ottawa,O19397188593,Toronto,Université d’Ottawa/University of Ottawa,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,University of Guelph,O19305391192,Guelph,Main Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,University of Guelph,O19305391192,Toronto,University of Guelph-Humber,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,University of Guelph,O19305391192,Alfred,Campus d’Alfred,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,University of Guelph,O19305391192,Kemptville,Kemptville Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,University of Guelph,O19305391192,Ridgetown,Ridgetown Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,University of Ontario Institute of Technology (UOIT),O19315945002,Oshawa,Oshawa,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,University of St. Michael’s College,O19303916042,Toronto,Toronto,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,University of Toronto,O19332746152,Mississauga,Mississauga,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,University of Toronto,O19332746152,Toronto,"Main Campus, Scarborough Campus",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,University of Trinity College,O211893245447,Toronto,"University of Toronto - Hoskin Avenue, University of Toronto - Devonshire Place",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,University of Waterloo,O19305471522,Breslau,Wellington Flight Centre Campus (Aviation),Yes,Yes,2023-04-26 22:29:09.112874
Ontario,University of Waterloo,O19305471522,Cambridge,School of Architecture,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,University of Waterloo,O19305471522,Waterloo,"Allen Square Campus, Balsillie School of International Affairs, Main Campus",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,University of Waterloo,O19305471522,Stratford,Stratford Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,University of Waterloo,O19305471522,Toronto,Master of Taxation Site,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,University of Windsor,O19358946722,Windsor,Windsor,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Université de l'Ontario français,O146030735072,Toronto,Toronto,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Upper Madison College of Advanced Language Learning and Skill Development,O19529728922,Toronto,Advanced Learning Centre,No,No,2023-04-26 22:29:09.112874
Ontario,Victoria College in Victoria University (University of Toronto),O19332746152,Toronto,Toronto,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Waterloo Lutheran Seminary (Wilfred Laurier University),O19395164307,Waterloo,Waterloo,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Waterloo Wellington Flight Centre,O19333179582,Breslau,Breslau,Yes (detailsfor Flight schools),With Limitations,2023-04-26 22:29:09.112874
Ontario,Western University,O19375892122,London,The University of Western Ontario,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,"Anderson College of Health, Business and Technology",O19516877052,London,"Brantford, Kitchener, London, Windsor",No,No,2023-04-26 22:29:09.112874
Ontario,Wilfrid Laurier University,O19395164307,Brantford,Brantford Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Wilfrid Laurier University,O19395164307,Kitchener,Kitchener Location,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Wilfrid Laurier University,O19395164307,Toronto,Toronto Location,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Wilfrid Laurier University,O19395164307,Waterloo,Main Campus,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,"Willis College of Business, Technology, Healthcare",O19316160382,Arnprior,Arnprior Campus,No,No,2023-04-26 22:29:09.112874
Ontario,"Willis College of Business, Technology, Healthcare",O19316160382,Ottawa,Ottawa Campus,No,No,2023-04-26 22:29:09.112874
Ontario,Willowbank School of Restoration Arts,O19833559557,Queenston,Queenston,No,No,2023-04-26 22:29:09.112874
Ontario,Word of Life Bible Institute,O132628724777,Owen Sound,Owen Sound,No,No,2023-04-26 22:29:09.112874
Ontario,Wycliffe College,O19572552822,Toronto,Toronto,Yes,Yes,2023-04-26 22:29:09.112874
Ontario,York Construction Academy,O136037464242,Toronto,Toronto,No,No,2023-04-26 22:29:09.112874
Ontario,York University,O19361109242,Toronto,"Campus Glendon, Campus principal, Miles S. Nadal Management Centre, Osgoode Hall Law School",Yes,Yes,2023-04-26 22:29:09.112874
Ontario,Yorkville University,O19396019511,Concord,Concord Campus,Yes (detailsfor Yorkville University/Toronto Film School),With Limitations,2023-04-26 22:29:09.112874
Ontario,triOS College Business Technology Healthcare Inc.,O19361101002,Brampton,Brampton Campus,No,No,2023-04-26 22:29:09.112874
Ontario,triOS College Business Technology Healthcare Inc.,O19361101002,Hamilton,Hamilton Campus,No,No,2023-04-26 22:29:09.112874
Ontario,triOS College Business Technology Healthcare Inc.,O19361101002,Kitchener,Kitchener Campus,No,No,2023-04-26 22:29:09.112874
Ontario,triOS College Business Technology Healthcare Inc.,O19361101002,London,London Campus,No,No,2023-04-26 22:29:09.112874
Ontario,triOS College Business Technology Healthcare Inc.,O19361101002,Mississauga,Mississauga Campus,No,No,2023-04-26 22:29:09.112874
